index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
6342,ST MICHAEL'S CONDOMINIUM,19A St. Michael'S Road  #08-04 ,89,Strata,20-OCT-2017,Apartment,Freehold,2002,Resale,12,32,328003,Central Region,Kallang,2017-10,1.32605933649,103.86242516899999,8.0,4.0,1164565.4
6343,CLEMENTI PARK,129 Sunset Way  #02-01 ,108,Strata,20-OCT-2017,Condominium,Freehold,1983,Resale,21,59,597157,West Region,Clementi,2017-10,1.3285363385100002,103.765098037,2.0,1.0,954050.1
6344,MONTROSA,132B Hillview Avenue  #03-04 ,88,Strata,20-OCT-2017,Condominium,999 Yrs From 12/10/1885,1999,Resale,23,66,669605,West Region,Bukit Batok,2017-10,1.3568025921899998,103.75958295,3.0,4.0,1059649.4
6345,PEIRCE VIEW,557 Upper Thomson Road  #04-16 ,143,Strata,20-OCT-2017,Condominium,Freehold,1996,Resale,20,57,574418,North East Region,Ang Mo Kio,2017-10,1.37144152359,103.82814059100001,4.0,16.0,1317043.1
6346,RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #01-36 ,156,Strata,20-OCT-2017,Condominium,99 Yrs From 26/08/2011,2015,Resale,19,54,544743,North East Region,Sengkang,2017-10,1.3806889897699999,103.90298661,1.0,36.0,1004343.3
6347,FRANKEL ESTATE,7 Burnfoot Terrace ,315,Land,20-OCT-2017,Semi-Detached House,Freehold,1998,Resale,15,45,459799,East Region,Bedok,2017-10,1.31250655264,103.92158517799999,,,3787967.5
6348,EVERGREEN PARK,31 Hougang Avenue 7  #17-08 ,100,Strata,20-OCT-2017,Apartment,99 Yrs From 01/10/1995,1999,Resale,19,53,538800,North East Region,Hougang,2017-10,1.3685311824899997,103.899103629,17.0,8.0,900097.9
6349,REGENT GROVE,52 Choa Chu Kang North 7  #13-23 ,108,Strata,20-OCT-2017,Condominium,99 Yrs From 17/05/1997,2000,Resale,23,68,689528,West Region,Choa Chu Kang,2017-10,1.3989173853999999,103.749086603,13.0,23.0,822938.25
6350,GILSTEAD TWO,2 Gilstead Road  #16-04 ,84,Strata,20-OCT-2017,Apartment,Freehold,2014,Resale,11,30,309061,Central Region,Novena,2017-10,1.31495773977,103.838459069,16.0,4.0,1319199.9
6351,PAVILION PARK,275 Pavilion Circle ,201,Land,20-OCT-2017,Terrace House,Freehold,2014,Resale,23,65,658279,West Region,Bukit Batok,2017-10,1.36859567745,103.751233791,,,1292983.2
6352,ORCHID PARK CONDOMINIUM,97 Yishun Street 81  #07-03 ,89,Strata,20-OCT-2017,Condominium,99 Yrs From 01/09/1991,1994,Resale,27,76,768453,North Region,Yishun,2017-10,1.41317398961,103.834911494,7.0,3.0,837252.4
6353,THE ESTA,33 Amber Gardens  #18-08 ,93,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,15,43,439968,Central Region,Marine Parade,2017-10,1.30196373177,103.900019499,18.0,8.0,1096040.4
6354,REFLECTIONS AT KEPPEL BAY,3 Keppel Bay View  #08-13 ,145,Strata,20-OCT-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98403,Central Region,Bukit Merah,2017-10,1.26772954864,103.814112901,8.0,13.0,2258186.0
6355,CHILTERN PARK,133 Serangoon Avenue 3  #01-16 ,102,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/1991,1995,Resale,19,55,556113,North East Region,Serangoon,2017-10,1.3502921418599998,103.86394221100001,1.0,16.0,1122989.8
6356,CITY SQUARE RESIDENCES,8 Kitchener Link  #14-14 ,113,Strata,20-OCT-2017,Condominium,Freehold,2009,Resale,8,20,207226,Central Region,Kallang,2017-10,1.31070313825,103.858027584,14.0,14.0,1115706.2
6357,KOVAN MELODY,15 Kovan Road  #05-04 ,114,Strata,20-OCT-2017,Condominium,99 Yrs From 20/01/2004,2006,Resale,19,54,548189,North East Region,Hougang,2017-10,1.35955672695,103.88302696,5.0,4.0,710316.2
6358,D'LEEDON,3 Leedon Heights  #34-02 ,417,Strata,20-OCT-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,267951,Central Region,Bukit Timah,2017-10,1.3148988952399998,103.802265191,34.0,2.0,4991927.0
6359,LEICESTER SUITES,10 Leicester Road  #13-01 ,42,Strata,20-OCT-2017,Apartment,Freehold,2013,Resale,13,35,358844,Central Region,Toa Payoh,2017-10,1.33038624388,103.86715174,13.0,1.0,630889.4
6360,RICHMOND VILLE,2J Limau Garden ,207,Land,20-OCT-2017,Semi-Detached House,Freehold,1997,Resale,16,46,465919,East Region,Bedok,2017-10,1.32107847237,103.949932825,,,1400683.6
6361,PEOPLE'S GARDEN,16 Lorong 7 Realty Park ,175,Land,20-OCT-2017,Terrace House,999 Yrs From 01/09/1876,Unknown,Resale,19,53,536774,North East Region,Hougang,2017-10,1.3686672244999998,103.888070269,,,1099575.5
6362,BARTLEY RESIDENCES,5A Lorong How Sun  #17-33 ,188,Strata,20-OCT-2017,Apartment,99 Yrs From 29/06/2011,2015,Resale,19,53,536563,North East Region,Serangoon,2017-10,1.34264365439,103.881225084,17.0,33.0,1220886.0
6363,CANNE LODGE,75 Lorong 3 Geylang  #12-02 ,76,Strata,20-OCT-2017,Apartment,Freehold,1995,Resale,14,38,388869,Central Region,Kallang,2017-10,1.31429573728,103.873208141,12.0,2.0,966334.1
6364,VILLA MARINA,23 Jalan Sempadan  #01-05 ,140,Strata,20-OCT-2017,Condominium,99 Yrs From 13/02/1995,1999,Resale,15,45,457399,East Region,Bedok,2017-10,1.31043112473,103.928322217,1.0,5.0,1414427.4
6365,JOO CHIAT MANSIONS,156 Joo Chiat Terrace  #03-01 ,115,Strata,20-OCT-2017,Apartment,Freehold,1986,Resale,15,42,427303,Central Region,Geylang,2017-10,1.31433785146,103.90412794,3.0,1.0,1154886.5
6366,CARIBBEAN AT KEPPEL BAY,44 Keppel Bay Drive  #05-123 ,124,Strata,20-OCT-2017,Condominium,99 Yrs From 16/08/1999,2004,Resale,4,9,98657,Central Region,Bukit Merah,2017-10,1.2670805568999999,103.814773001,5.0,123.0,4044876.8
6367,THE CALROSE,513 Yio Chu Kang Road  #02-26 ,115,Strata,20-OCT-2017,Condominium,Freehold,2007,Resale,26,78,787067,North East Region,Ang Mo Kio,2017-10,1.38259992445,103.837346361,2.0,26.0,1000808.3
6368,FONTAINE PARRY,73 Poh Huat Road  #03-09 ,112,Strata,20-OCT-2017,Condominium,999 Yrs From 22/08/1883,2010,Resale,19,54,546779,North East Region,Hougang,2017-10,1.36579303989,103.88031736399999,3.0,9.0,1020775.1
6369,THE BAYSHORE,22 Bayshore Road  #07-06 ,86,Strata,20-OCT-2017,Condominium,99 Yrs From 31/05/1993,1996,Resale,16,46,469970,East Region,Bedok,2017-10,1.3123752313,103.93873109799999,7.0,6.0,1006748.2
6370,CORALS AT KEPPEL BAY,13 Keppel Bay Drive  #02-27 ,85,Strata,20-OCT-2017,Condominium,99 Yrs From 26/02/2007,2016,Resale,4,9,98018,Central Region,Bukit Merah,2017-10,1.26558236312,103.816464904,2.0,27.0,3815167.2
6371,6 DERBYSHIRE,6 Derbyshire Road  #26-06 ,44,Strata,20-OCT-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-10,1.31578788311,103.84604087,26.0,6.0,1247156.8
6372,THE RIVERVALE,7 Rivervale Link  #06-37 ,120,Strata,20-OCT-2017,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,19,54,545125,North East Region,Sengkang,2017-10,1.3810038829499998,103.89788849600001,6.0,37.0,767696.25
6373,THE JADE,9 Bukit Batok Central Link  #09-10 ,94,Strata,20-OCT-2017,Condominium,99 Yrs From 02/10/2001,2004,Resale,23,65,658074,West Region,Bukit Batok,2017-10,1.34899876838,103.74890571700001,9.0,10.0,1081562.5
6374,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #11-06 ,92,Strata,20-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,11.0,6.0,793598.25
6375,N.A.,54 Lorong 36 Geylang ,154,Land,20-OCT-2017,Terrace House,Freehold,Unknown,Resale,14,39,398174,Central Region,Geylang,2017-10,1.3123516904799999,103.88845384,,,1269873.4
6376,THE MINTON,6B Hougang Street 11  #11-18 ,113,Strata,20-OCT-2017,Condominium,99 Yrs From 27/07/2007,2013,Resale,19,53,534083,North East Region,Hougang,2017-10,1.3521336527399999,103.881681919,11.0,18.0,989185.06
6377,SERANGOON GARDEN ESTATE,46 Kingswear Avenue ,201,Land,20-OCT-2017,Terrace House,999 Yrs From 01/01/1954,2000,Resale,19,55,557227,North East Region,Serangoon,2017-10,1.36873651648,103.86522829399999,,,1718423.0
6378,THE ABODE AT DEVONSHIRE,9 Devonshire Road  #08-02 ,104,Strata,20-OCT-2017,Apartment,Freehold,2002,Resale,9,23,239895,Central Region,River Valley,2017-10,1.29763851408,103.83769419299999,8.0,2.0,1962019.5
6379,BEDOK RESIDENCES,18 Bedok North Drive  #13-10 ,82,Strata,20-OCT-2017,Apartment,99 Yrs From 21/11/2011,2015,Resale,16,46,465495,East Region,Bedok,2017-10,1.32508887547,103.92901790100001,13.0,10.0,874304.9
6380,THE ESTA,37 Amber Gardens  #15-14 ,93,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,15,43,439969,Central Region,Marine Parade,2017-10,1.3023059752,103.89949375100001,15.0,14.0,1076746.0
6381,WATERFRONT WAVES,768 Bedok Reservoir Road  #02-26 ,116,Strata,20-OCT-2017,Condominium,99 Yrs From 31/10/2007,2011,Resale,16,47,479249,East Region,Bedok,2017-10,1.33709108616,103.930207604,2.0,26.0,917148.9
6382,THE TWINS,6 Balmoral Crescent  #03-01 ,210,Strata,20-OCT-2017,Apartment,Freehold,2002,Resale,10,25,259896,Central Region,Newton,2017-10,1.31474675646,103.83459025200001,3.0,1.0,3503314.0
6383,BALMORAL HILLS,9 Balmoral Park  #02-02 ,206,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,10,25,259844,Central Region,Tanglin,2017-10,1.3161519523799998,103.82776144700001,2.0,2.0,2637050.0
6384,RIVER ISLES,56 Edgedale Plains  #16-11 ,137,Strata,20-OCT-2017,Condominium,99 Yrs From 06/02/2012,2015,Resale,19,82,828822,North East Region,Punggol,2017-10,1.39716161841,103.91345267,16.0,11.0,1117013.0
6385,ELIAS GREEN,1 Elias Green  #13-06 ,142,Strata,20-OCT-2017,Condominium,99 Yrs From 23/07/1991,1994,Resale,18,51,519959,East Region,Pasir Ris,2017-10,1.37154581141,103.941308176,13.0,6.0,793997.5
6386,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #06-26 ,104,Strata,20-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,6.0,26.0,796864.7
6387,THE RAINTREE,91 Bukit Drive  #08-23 ,120,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587845,West Region,Bukit Panjang,2017-10,1.34884231195,103.773725756,8.0,23.0,980070.4
6388,THOMSON IMPERIAL COURT,200 Upper Thomson Road  #03-11 ,138,Strata,20-OCT-2017,Apartment,Freehold,1999,Resale,20,57,574424,Central Region,Bishan,2017-10,1.35176914324,103.83606774299999,3.0,11.0,1335343.0
6389,THE BAYSHORE,34 Bayshore Road  #27-02 ,115,Strata,20-OCT-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469976,East Region,Bedok,2017-10,1.31256096653,103.93943627700001,27.0,2.0,1234739.1
6390,ONE JERVOIS,5 Jervois Close  #02-10 ,92,Strata,20-OCT-2017,Condominium,Freehold,2009,Resale,10,24,249101,Central Region,Tanglin,2017-10,1.2929102860200001,103.82507529600001,2.0,10.0,1303368.0
6391,VALLEY PARK,475 River Valley Road  #15-03 ,158,Strata,19-OCT-2017,Condominium,999 Yrs From 21/06/1877,1997,Resale,10,24,248360,Central Region,Tanglin,2017-10,1.29390561206,103.828674658,15.0,3.0,2110300.8
6392,THE TANAMERA,1 Tanah Merah Kechil Road  #15-04 ,123,Strata,19-OCT-2017,Condominium,99 Yrs From 01/06/1990,1994,Resale,16,46,466663,East Region,Bedok,2017-10,1.3267143593600002,103.9435084,15.0,4.0,1110366.0
6393,NATHAN RESIDENCES,23 Nathan Road  #05-01 ,55,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,10,24,248744,Central Region,Tanglin,2017-10,1.29456958469,103.827270809,5.0,1.0,853249.1
6394,L'VIV,23 Newton Road  #27-02 ,61,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,11,30,307955,Central Region,Novena,2017-10,1.31537707093,103.84036202899999,27.0,2.0,990088.56
6395,368 THOMSON,368 Thomson Road  #07-04 ,64,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,11,29,298127,Central Region,Novena,2017-10,1.3272077564799998,103.84184191,7.0,4.0,1576101.1
6396,THE HILLSIDE,341 Upper Bukit Timah Road  #04-08 ,122,Strata,19-OCT-2017,Condominium,Freehold,2001,Resale,21,58,588195,West Region,Bukit Batok,2017-10,1.35222926315,103.768121757,4.0,8.0,1302430.6
6397,CHANGI COURT,708 Upper Changi Road East  #01-02 ,90,Strata,19-OCT-2017,Condominium,Freehold,1997,Resale,16,48,486838,East Region,Tampines,2017-10,1.3429221931200002,103.962493639,1.0,2.0,660834.25
6398,THE SPRINGBLOOM,139 Serangoon Avenue 3  #08-03 ,153,Strata,19-OCT-2017,Condominium,99 Yrs From 01/03/1995,1999,Resale,19,55,556119,North East Region,Serangoon,2017-10,1.35092671342,103.864160705,8.0,3.0,1540856.0
6399,SOMMERVILLE PARK,77 Farrer Drive  #07-02 ,121,Strata,19-OCT-2017,Condominium,Freehold,1985,Resale,10,25,259282,Central Region,Tanglin,2017-10,1.3125086940700001,103.80595963799999,7.0,2.0,1711884.5
6400,THE PATERSON,63 Paterson Road  #18-01 ,122,Strata,19-OCT-2017,Condominium,Freehold,2004,Resale,9,23,238539,Central Region,River Valley,2017-10,1.30046722479,103.83058789100001,18.0,1.0,2087208.0
6401,SKY VUE,1 Bishan Street 15  #10-09 ,63,Strata,19-OCT-2017,Condominium,99 Yrs From 04/03/2013,2016,Resale,20,57,573910,Central Region,Bishan,2017-10,1.3523162271200002,103.85072190000001,10.0,9.0,941092.8
6402,SUMMERDALE,8 Boon Lay Drive  #07-22 ,118,Strata,19-OCT-2017,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,22,64,649928,West Region,Jurong West,2017-10,1.3418992973100001,103.71227822600001,7.0,22.0,783402.7
6403,CASHEW VILLAS,72 Cashew Crescent ,161,Land,19-OCT-2017,Terrace House,999 Yrs From 09/01/1883,1993,Resale,23,67,679816,West Region,Bukit Panjang,2017-10,1.3697676552000002,103.768535751,,,1043155.4
6404,MEADOWS @ PEIRCE,628 Upper Thomson Road  #02-49 ,113,Strata,19-OCT-2017,Condominium,Freehold,2012,Resale,26,78,787131,North East Region,Ang Mo Kio,2017-10,1.3802642379700003,103.82776359299999,2.0,49.0,1026577.4
6405,REGENT GROVE,54 Choa Chu Kang North 7  #06-37 ,109,Strata,19-OCT-2017,Condominium,99 Yrs From 17/05/1997,2000,Resale,23,68,689529,West Region,Choa Chu Kang,2017-10,1.3989173853999999,103.749086603,6.0,37.0,831025.5
6406,NEPTUNE COURT,5 Marine Vista  #09-45 ,152,Strata,19-OCT-2017,Apartment,99 Yrs From 01/11/1975,1975,Resale,15,44,449029,East Region,Bedok,2017-10,1.30707335606,103.92251262,9.0,45.0,1600468.5
6407,THE MEYERISE,97 Meyer Road  #30-06 ,122,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,15,43,437918,Central Region,Marine Parade,2017-10,1.29636453134,103.89286198799999,30.0,6.0,1246965.6
6408,EURO-ASIA APARTMENTS,1037 Serangoon Road  #08-06 ,150,Strata,19-OCT-2017,Apartment,Freehold,1990,Resale,12,32,328170,Central Region,Kallang,2017-10,1.32330197518,103.86385018899999,8.0,6.0,1538374.5
6409,SPRINGLEAF GARDEN,8 Springleaf Crescent ,341,Land,19-OCT-2017,Semi-Detached House,Freehold,1989,Resale,26,78,788322,North Region,Yishun,2017-10,1.3988085627200002,103.825821284,,,1682201.1
6410,GRAMERCY PARK,57 Grange Road  #13-04 ,184,Strata,19-OCT-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-10,1.2983710257899999,103.82642846,13.0,4.0,2437765.0
6411,THE MINTON,6A Hougang Street 11  #12-13 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 27/07/2007,2013,Resale,19,53,538756,North East Region,Hougang,2017-10,1.3521336527599999,103.881681919,12.0,13.0,989185.06
6412,CASA ROSA,35 Lorong Ong Lye  #03-08 ,102,Strata,19-OCT-2017,Condominium,99 Yrs From 02/02/1998,2001,Resale,19,53,536443,North East Region,Serangoon,2017-10,1.3462354026700003,103.879643461,3.0,8.0,1056017.0
6413,FOUR SEASONS PARK,12 Cuscaden Walk  #22-01 ,355,Strata,19-OCT-2017,Condominium,Freehold,1994,Resale,10,24,249694,Central Region,River Valley,2017-10,1.30398909715,103.827867107,22.0,1.0,6038542.0
6414,LOYANG VALLEY,206 Loyang Avenue  #03-06 ,142,Strata,19-OCT-2017,Condominium,99 Yrs From 20/08/1982,1985,Resale,17,50,509061,East Region,Pasir Ris,2017-10,1.36742659204,103.96959636700001,3.0,6.0,869681.25
6415,N.A.,2A Andrews Avenue ,268,Land,19-OCT-2017,Semi-Detached House,Freehold,1996,Resale,27,75,759923,North Region,Sembawang,2017-10,1.4586133153,103.836936965,,,2178188.8
6416,THE ESTUARY,93 Yishun Avenue 1  #05-19 ,111,Strata,19-OCT-2017,Condominium,99 Yrs From 25/06/2008,2013,Resale,27,76,769136,North Region,Yishun,2017-10,1.41060438385,103.831412714,5.0,19.0,766800.94
6417,BOATHOUSE RESIDENCES,25 Upper Serangoon View  #08-07 ,104,Strata,19-OCT-2017,Condominium,99 Yrs From 09/02/2011,2015,Resale,19,53,534046,North East Region,Hougang,2017-10,1.3759978880300001,103.90285643700001,8.0,7.0,750119.1
6418,THE PARC CONDOMINIUM,15 West Coast Walk  #15-28 ,139,Strata,19-OCT-2017,Condominium,Freehold,2010,Resale,5,12,127162,West Region,Clementi,2017-10,1.31080685596,103.76265718299999,15.0,28.0,1128792.5
6419,THE MORRIS RESIDENCES,63E Paya Lebar Crescent ,396,Strata,19-OCT-2017,Terrace House,Freehold,2016,Resale,19,53,533907,North East Region,Hougang,2017-10,1.34918730355,103.88420620299999,,,2378886.0
6420,ARDMORE THREE,3 Ardmore Park  #35-01 ,166,Strata,19-OCT-2017,Condominium,Freehold,2014,Resale,10,25,259950,Central Region,Newton,2017-10,1.3083790659399999,103.828547775,35.0,1.0,2351755.8
6421,EMERALD GARDEN,33 Club Street  #03-01 ,125,Strata,19-OCT-2017,Condominium,999 Yrs From 01/10/1827,1999,Resale,1,6,69415,Central Region,Outram,2017-10,1.2813968222399998,103.84667398799999,3.0,1.0,1453175.0
6422,N.A.,12 Jalan Bilal ,152,Land,19-OCT-2017,Terrace House,Freehold,1998,Resale,16,46,468864,East Region,Bedok,2017-10,1.32224809669,103.953639231,,,1172771.6
6423,RIVIERA 38,38 Mar Thoma Road  #24-02 ,51,Strata,19-OCT-2017,Apartment,999 Yrs From 02/06/1882,2014,Resale,12,32,328712,Central Region,Kallang,2017-10,1.3281272709799998,103.863459924,24.0,2.0,555794.25
6424,THE WATERLINE,161 Poh Huat Road West  #03-02 ,120,Strata,19-OCT-2017,Condominium,Freehold,2013,Resale,19,54,546692,North East Region,Hougang,2017-10,1.36728043001,103.876497872,3.0,2.0,1026371.3
6425,BLUWATERS 2,205 Jalan Loyang Besar  #02-16 ,78,Strata,19-OCT-2017,Condominium,946 Yrs From 01/01/1938,2010,Resale,17,50,509456,East Region,Pasir Ris,2017-10,1.37959798466,103.963903877,2.0,16.0,748416.1
6426,THE ARTE,21 Jalan Raja Udang  #15-02 ,151,Strata,19-OCT-2017,Condominium,Freehold,2010,Resale,12,32,329215,Central Region,Novena,2017-10,1.3283564513200001,103.842383221,15.0,2.0,2070619.0
6427,A TREASURE TROVE,72 Punggol Walk  #01-46 ,109,Strata,19-OCT-2017,Condominium,99 Yrs From 09/03/2011,2015,Resale,19,82,828786,North East Region,Punggol,2017-10,1.40470284269,103.89989667200001,1.0,46.0,1062215.5
6428,LEONIE HILL RESIDENCES,1 Leonie Hill Road  #07-03 ,106,Strata,19-OCT-2017,Apartment,Freehold,2005,Resale,9,23,239191,Central Region,River Valley,2017-10,1.2973276062799999,103.83322191399999,7.0,3.0,1872088.5
6429,THE ESTUARY,97 Yishun Avenue 1  #10-36 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 25/06/2008,2013,Resale,27,76,769138,North Region,Yishun,2017-10,1.4108999015500001,103.83214743200001,10.0,36.0,800163.44
6430,CARIBBEAN AT KEPPEL BAY,34 Keppel Bay Drive  #02-72 ,113,Strata,19-OCT-2017,Condominium,99 Yrs From 16/08/1999,2004,Resale,4,9,98652,Central Region,Bukit Merah,2017-10,1.26564912738,103.81468793799999,2.0,72.0,4169722.5
6431,THE MAKENA,125 Meyer Road  #06-02 ,152,Strata,19-OCT-2017,Condominium,Freehold,1998,Resale,15,43,437936,Central Region,Marine Parade,2017-10,1.29670941504,103.894191553,6.0,2.0,1814327.0
6432,THE SCALA,132 Serangoon Avenue 3  #09-08 ,44,Strata,19-OCT-2017,Apartment,99 Yrs From 06/01/2010,2013,Resale,19,55,554478,North East Region,Serangoon,2017-10,1.3508798257799999,103.865272874,9.0,8.0,894257.2
6433,THE GARDENS AT BISHAN,9 Sin Ming Walk  #16-05 ,114,Strata,19-OCT-2017,Condominium,99 Yrs From 22/03/1997,2004,Resale,20,57,575578,Central Region,Bishan,2017-10,1.36498418762,103.83067544299999,16.0,5.0,1093877.4
6434,MIRAGE TOWER,80 Kim Seng Road  #29-06 ,139,Strata,19-OCT-2017,Condominium,Freehold,1996,Resale,9,23,239426,Central Region,Singapore River,2017-10,1.29176112927,103.83426663200001,29.0,6.0,1723313.1
6435,LEEDON RESIDENCE,2 Leedon Heights  #04-02 ,198,Strata,19-OCT-2017,Condominium,Freehold,2015,Resale,10,26,266228,Central Region,Bukit Timah,2017-10,1.3127240368200002,103.800989585,4.0,2.0,2024486.0
6436,THE SUNNY SPRING,50 Lorong 40 Geylang  #04-14 ,90,Strata,19-OCT-2017,Apartment,Freehold,1998,Resale,14,39,398074,Central Region,Geylang,2017-10,1.31219200722,103.889464695,4.0,14.0,1021650.44
6437,THE GRANGE,1 Grange Garden  #10-04 ,162,Strata,19-OCT-2017,Condominium,Freehold,2008,Resale,10,24,249631,Central Region,River Valley,2017-10,1.3012968087899999,103.82371279600001,10.0,4.0,2194057.0
6438,THE TANAMERA,1 Tanah Merah Kechil Road  #14-03 ,123,Strata,19-OCT-2017,Condominium,99 Yrs From 01/06/1990,1994,Resale,16,46,466663,East Region,Bedok,2017-10,1.3267143593600002,103.9435084,14.0,3.0,1110366.0
6439,THE ABERDEEN,2 Jalan Taman  #07-12 ,121,Strata,19-OCT-2017,Condominium,Freehold,1997,Resale,12,32,329023,Central Region,Kallang,2017-10,1.32551820786,103.86550268299999,7.0,12.0,1606856.5
6440,ESTA RUBY,500 Guillemard Road  #19-01 ,89,Strata,19-OCT-2017,Apartment,Freehold,2012,Resale,14,39,399839,Central Region,Geylang,2017-10,1.31390341002,103.89362464,19.0,1.0,914977.5
6441,D'LEEDON,13 Leedon Heights  #35-41 ,361,Strata,19-OCT-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,266224,Central Region,Bukit Timah,2017-10,1.31587501839,103.80366641799999,35.0,41.0,3563358.8
6442,VALLEY PARK,483 River Valley Road  #08-04 ,80,Strata,19-OCT-2017,Condominium,999 Yrs From 21/06/1877,1997,Resale,10,24,248368,Central Region,Tanglin,2017-10,1.29317345618,103.82857687100001,8.0,4.0,1249345.6
6443,ESPADA,48 St. Thomas Walk  #13-04 ,42,Strata,19-OCT-2017,Apartment,Freehold,2013,Resale,9,23,238126,Central Region,River Valley,2017-10,1.2973492454100002,103.83675119700001,13.0,4.0,945234.4
6444,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #04-06 ,107,Strata,19-OCT-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98402,Central Region,Bukit Merah,2017-10,1.26816216653,103.814379905,4.0,6.0,1572715.5
6445,CAVENAGH HOUSE,100 Clemenceau Avenue North  #07-111 ,149,Strata,11-NOV-2017,Apartment,Freehold,Unknown,Resale,9,22,229491,Central Region,Newton,2017-11,1.30796136044,103.84079156799999,7.0,111.0,3089168.2
6446,D'LEEDON,5 Leedon Heights  #09-11 ,139,Strata,11-NOV-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,267952,Central Region,Bukit Timah,2017-11,1.31489429342,103.80333409999999,9.0,11.0,1773197.4
